 -9.1683753E-05  0.9678970      1.1314077E-02   1.032320      1.1314077E-02
 -9.1628739E-05  0.9681741      1.1314077E-02   1.032060      1.1314077E-02
 -9.1573733E-05  0.9684617      1.1314077E-02   1.031790      1.1314077E-02
 -9.1518719E-05  0.9687596      1.1314077E-02   1.031511      1.1314077E-02
 -9.1463706E-05  0.9690678      1.1314077E-02   1.031221      1.1314077E-02
 -9.1408700E-05  0.9693861      1.1314077E-02   1.030922      1.1314077E-02
 -9.1353686E-05  0.9697144      1.1314077E-02   1.030613      1.1314077E-02
 -9.1298680E-05  0.9700527      1.1314077E-02   1.030295      1.1314077E-02
 -9.1243666E-05  0.9704008      1.1314077E-02   1.029967      1.1314077E-02
 -9.1188660E-05  0.9707584      1.1314077E-02   1.029630      1.1314077E-02
 -9.1133646E-05  0.9711257      1.1314077E-02   1.029283      1.1314077E-02
 -9.1078640E-05  0.9715024      1.1314077E-02   1.028928      1.1314077E-02
 -9.1023627E-05  0.9718884      1.1314077E-02   1.028563      1.1314077E-02
 -9.0968613E-05  0.9722835      1.1314077E-02   1.028190      1.1314077E-02
 -9.0913607E-05  0.9726877      1.1314077E-02   1.027807      1.1314077E-02
 -9.0858593E-05  0.9731007      1.1314077E-02   1.027416      1.1314077E-02
 -9.0803587E-05  0.9735225      1.1314077E-02   1.027017      1.1314077E-02
 -9.0748574E-05  0.9739529      1.1314077E-02   1.026608      1.1314077E-02
 -9.0693567E-05  0.9743916      1.1314077E-02   1.026192      1.1314077E-02
 -9.0638554E-05  0.9748387      1.1314077E-02   1.025767      1.1314077E-02
 -9.0583548E-05  0.9752940      1.1314077E-02   1.025334      1.1314077E-02
 -9.0528534E-05  0.9757572      1.1314077E-02   1.024894      1.1314077E-02
 -9.0473528E-05  0.9762282      1.1314077E-02   1.024445      1.1314077E-02
 -9.0418514E-05  0.9767069      1.1314077E-02   1.023989      1.1314077E-02
 -9.0363501E-05  0.9771931      1.1314077E-02   1.023525      1.1314077E-02
 -9.0308495E-05  0.9776866      1.1314077E-02   1.023053      1.1314077E-02
 -9.0253481E-05  0.9781872      1.1314077E-02   1.022575      1.1314077E-02
 -9.0198475E-05  0.9786949      1.1314077E-02   1.022089      1.1314077E-02
 -9.0143461E-05  0.9792093      1.1314077E-02   1.021596      1.1314077E-02
 -9.0088455E-05  0.9797304      1.1314077E-02   1.021096      1.1314077E-02
 -9.0033442E-05  0.9802580      1.1314077E-02   1.020590      1.1314077E-02
 -8.9978435E-05  0.9807919      1.1314077E-02   1.020077      1.1314077E-02
